,Heart Rate,Systolic BP,Diastolic BP,Body Temperature
2023-01-02 04:00:00,79.55584675686904,126.57873282392075,70.41675113144208,36.88033725551613
2023-01-02 05:00:00,72.13300901955168,140.0,70.36207007539508,37.499445165838665
2023-01-02 06:00:00,66.3383659118066,121.85230384934493,74.85904620971586,36.5
2023-01-02 07:00:00,72.07750283378391,105.18948027160407,81.29075868472728,36.5
2023-01-02 08:00:00,62.700008924472506,132.44316269906687,90.0,37.5
2023-01-02 09:00:00,72.75158792593513,109.34847936848482,72.16128443937599,37.5
2023-01-02 10:00:00,85.75059385431408,115.79140848596026,71.25613248935537,36.5
2023-01-02 11:00:00,75.20227878613463,120.1414444374024,88.57012927468135,36.73393338598264
2023-01-02 12:00:00,81.6140562828144,103.76823756415722,72.59645465218256,37.5
2023-01-02 13:00:00,60.0,115.41719636586461,90.0,37.451818951067594
2023-01-02 14:00:00,79.12666641762713,122.98147142274574,85.82621747970967,37.5
2023-01-02 15:00:00,88.41258172316802,112.63577644479287,85.9372409750398,36.96457545199888
2023-01-02 16:00:00,63.53595182404616,125.207665327405,80.36398737515816,37.5
2023-01-02 17:00:00,67.73996400621414,121.17690633025632,90.0,36.788422862077276
2023-01-02 18:00:00,71.18419106653037,110.44896689406657,60.0,37.056323780303096
2023-01-02 19:00:00,66.2507976922537,135.30705030747444,80.55050673386667,37.5
2023-01-02 20:00:00,80.43734713324014,120.46694597368436,71.55380865458817,36.69836744212748
2023-01-02 21:00:00,66.6994213447424,98.78980718439563,90.0,36.99562941040575
2023-01-02 22:00:00,67.94451983099208,116.87051983398752,61.653834310130435,37.23902897568152
2023-01-02 23:00:00,86.46536798050346,126.23038308972657,84.70441341868742,37.286497017287054
2023-01-03 00:00:00,74.32833856273123,127.37085144245724,90.0,36.71872683364547
2023-01-03 01:00:00,61.625468074478206,126.54015632233663,72.97225851011294,36.78404733685846
2023-01-03 02:00:00,78.00117478753461,107.76120308137058,77.86158862051722,37.13759283457189
2023-01-03 03:00:00,86.1108275066728,118.07092698264556,90.0,37.06622923592723
2023-01-03 04:00:00,67.84472967063579,140.0,70.79117877671102,36.5
2023-01-03 05:00:00,60.0,127.36759733308325,90.0,36.5
2023-01-03 06:00:00,60.0,97.56361082231308,67.25850893689972,36.63329587855601
2023-01-03 07:00:00,91.92041522583555,109.578562722621,79.03848367188803,37.5
2023-01-03 08:00:00,83.52798233835063,124.09059099910608,78.29710062923671,37.5
2023-01-03 09:00:00,87.01388326416459,132.73476168466567,90.0,36.5
2023-01-03 10:00:00,87.55127817958427,115.90586433973289,82.53279984892626,37.5
2023-01-03 11:00:00,76.43822032275962,132.11136155031232,69.04052614304457,36.5
2023-01-03 12:00:00,75.51580156251535,110.10120313969324,73.55700165427895,37.5
2023-01-03 13:00:00,74.1598264370473,137.78734728031554,83.28852388918173,37.5
2023-01-03 14:00:00,97.60196427932533,127.74668861088819,77.69591010894223,36.56447134994238
2023-01-03 15:00:00,72.20596517580478,106.87299615772346,82.0488099544738,36.96632330471632
2023-01-03 16:00:00,88.19966004270005,120.02078624947575,79.71220258368608,36.5
2023-01-03 17:00:00,73.54605980557761,109.8683604744771,83.22422695023218,36.5
2023-01-03 18:00:00,71.91521040631444,125.91985853151616,78.84349543839424,37.13951253613602
2023-01-03 19:00:00,88.00468789073004,102.65550147623478,80.96544859733153,36.94780988481561
2023-01-03 20:00:00,91.39070177929904,122.42697808213126,90.0,37.5
2023-01-03 21:00:00,70.90336598204333,115.1559081570608,90.0,37.17866083527195
2023-01-03 22:00:00,76.24012915966249,119.00816817767509,76.44201297697002,36.5
2023-01-03 23:00:00,86.24516632447457,118.9086830291738,78.29755623716467,36.505703412152684
2023-01-04 00:00:00,67.0356819575991,116.55083966964474,86.3881376064653,37.14417339762642
2023-01-04 01:00:00,77.41057914037549,114.22774129358652,71.25457497322634,37.5
2023-01-04 02:00:00,80.3940740133656,113.56498171420787,89.06522340464231,37.5
2023-01-04 03:00:00,70.77810873819308,125.76730031577463,78.71065284123566,36.5
2023-01-04 04:00:00,86.7908145001583,135.44713297874952,88.3259007864561,37.20669254427771
2023-01-04 05:00:00,71.15215798226632,135.35466079716798,76.84052840538429,37.5
2023-01-04 06:00:00,62.15174448259669,112.09240329711963,60.0,36.5
2023-01-04 07:00:00,84.63971760421103,117.4868339362347,67.06369648855548,37.28004381213647
2023-01-04 08:00:00,77.38491823539995,131.6536897063627,90.0,37.5
2023-01-04 09:00:00,75.85780777382725,125.15678189629122,72.11697346862148,36.5
2023-01-04 10:00:00,97.36338768304996,123.63499380040234,85.28572435897779,36.5
2023-01-04 11:00:00,71.4011347509479,131.7562981266374,74.92192419639242,36.76063233155214
2023-01-04 12:00:00,71.40045108355322,137.7977188199551,77.65541925474386,36.98036313511504
2023-01-04 13:00:00,97.11288802923818,125.5579315764807,78.35324992935372,37.007649384899636
2023-01-04 14:00:00,83.2528186403877,115.6988042543634,74.3673464692874,36.69721975407585
2023-01-04 15:00:00,78.99510650942425,116.66619703992393,85.50586079696137,36.5
2023-01-04 16:00:00,67.46536872529867,124.30901094282854,79.95251991872135,36.91571066284829
2023-01-04 17:00:00,65.60078006145875,113.95137403275471,82.44161363853189,36.5
2023-01-04 18:00:00,75.94076198173941,107.79586490167902,79.76852064151741,37.453357061840684
2023-01-04 19:00:00,64.42998587083952,107.64461593041938,89.83861180609425,37.070400789135235
2023-01-04 20:00:00,100.0,132.9781505043803,90.0,36.992299109517106
2023-01-04 21:00:00,74.53611468932418,112.30703470096971,69.35508714120661,36.59033238279839
2023-01-04 22:00:00,82.97942647817595,120.58760702908484,89.24277469256471,36.90337076111721
2023-01-04 23:00:00,60.0,116.72910042123986,86.42100747879859,37.5
2023-01-05 00:00:00,79.45807531480695,127.62104875563054,80.23670933512558,36.5
2023-01-05 01:00:00,84.1778390813622,134.9487190261015,86.6620183165968,37.24549029538718
2023-01-05 02:00:00,68.94078272815203,125.89175505212694,73.9085099312268,36.90745115079244
2023-01-05 03:00:00,68.51350143040368,113.69211439308654,83.62852787174566,37.5
2023-01-05 04:00:00,67.97020711712523,127.3452037894381,79.82711498698148,37.5
2023-01-05 05:00:00,84.68062205805434,112.47766364641485,81.2835002099758,37.39550181387461
2023-01-05 06:00:00,71.04167499178249,109.490593868597,78.41582962167251,37.136730428284345
2023-01-05 07:00:00,79.71587288454664,126.7544286756534,73.62149085577424,36.765733145032755
2023-01-05 08:00:00,78.61146684236358,110.6813375524074,88.7212353706794,37.07032161022479
2023-01-05 09:00:00,62.90454497884591,108.67994172171848,80.43127776683781,37.5
2023-01-05 10:00:00,63.96641828269837,117.59168792192663,82.19310449207686,37.5
2023-01-05 11:00:00,77.8447553931149,120.08519979248005,80.96665960042243,36.5
2023-01-05 12:00:00,65.07357738383007,127.93464837112451,75.03097272448247,37.5
2023-01-05 13:00:00,76.09825518837035,117.60623385772753,78.1615872613503,36.61076700266348
2023-01-05 14:00:00,90.02946135536199,116.36671712662259,65.93214846967544,36.5
2023-01-05 15:00:00,86.03456744720752,113.1163685688689,83.75897342985094,36.72254764251554
2023-01-05 16:00:00,86.59884181969042,140.0,66.09683444548693,37.32982341412136
2023-01-05 17:00:00,60.0,113.39736874723957,80.65765191030351,36.850411511270835
2023-01-05 18:00:00,73.65717874591633,135.25294966887782,90.0,36.5
2023-01-05 19:00:00,71.84442603999695,131.41215474967586,79.97739310439536,36.52337995687812
2023-01-05 20:00:00,85.43396502839407,122.43241555351638,75.27948787679966,37.5
2023-01-05 21:00:00,89.82238925615371,113.51837111558646,83.42660822562878,37.10568945144826
2023-01-05 22:00:00,71.23332328579113,112.43728232239296,90.0,37.5
2023-01-05 23:00:00,89.94664483174151,112.02770987028292,73.14475608424901,36.5
2023-01-06 00:00:00,74.26717182041224,112.86332506354759,69.58441887733593,36.981982718768585
2023-01-06 01:00:00,85.17150818354388,135.2225372384171,80.42362338288608,36.90385196116213
2023-01-06 02:00:00,89.0487230150845,122.55309377289518,85.76728519166606,36.839298499049505
2023-01-06 03:00:00,61.71764019512804,135.97602715170135,73.88590047175525,36.99289887259546
2023-01-06 04:00:00,78.46146851365465,115.38955756299373,85.03182874444943,36.5
2023-01-06 05:00:00,66.26227830141116,108.83827477018465,86.34475027130242,37.05751427875584
2023-01-06 06:00:00,60.0,125.56248067044484,90.0,37.11110425703578
2023-01-06 07:00:00,60.3916799304325,125.68391476979777,62.61542804907874,36.5
2023-01-06 08:00:00,85.5397690664945,115.33709775005445,82.24215887677722,37.5
2023-01-06 09:00:00,60.70241681117292,107.63629718687558,79.15740435326644,36.5
2023-01-06 10:00:00,73.95553656682222,120.02419072806435,76.09359101116775,36.5
2023-01-06 11:00:00,88.16331311993422,106.49476067040565,81.07738599581805,36.71521886293169
2023-01-06 12:00:00,69.40390761431023,123.20692661342349,81.8705418854121,36.678796856861865
2023-01-06 13:00:00,67.75375761520871,106.12024841134011,80.0793392468448,37.048568960945815
2023-01-06 14:00:00,60.0,108.0468895939421,81.84272293881115,37.01176906574924
2023-01-06 15:00:00,78.0653203515687,129.7793240091711,68.40557363570551,37.5
2023-01-06 16:00:00,88.113926843966,118.28294126505848,79.89168178272544,36.50516449335486
2023-01-06 17:00:00,60.82779809781817,122.0580245056782,87.34994384042228,36.5
2023-01-06 18:00:00,75.40646406454451,115.84771881966071,82.52335478403235,37.21580747536877
2023-01-06 19:00:00,66.34233994655091,112.25413372746931,77.93700031817929,36.86083562319108
2023-01-06 20:00:00,75.06757046419503,136.04483274926622,82.8166153268281,37.02261749301741
2023-01-06 21:00:00,72.01973671885884,113.80920973907818,75.72381131279585,37.48736774557445
2023-01-06 22:00:00,75.29856466694677,126.1014312473203,89.11117945197745,36.5
2023-01-06 23:00:00,66.31508000638824,128.2943674362888,90.0,36.58404819993475
2023-01-07 00:00:00,78.47615732826199,119.50589728059775,75.67570363551705,36.81452123225856
2023-01-07 01:00:00,64.23429240076543,113.4657075522069,81.68620707072674,36.70567004805914
2023-01-07 02:00:00,67.36485584124374,102.35384166936817,90.0,36.5
2023-01-07 03:00:00,72.75755848484076,105.40048033024831,83.73289521107698,37.47498958069936
2023-01-07 04:00:00,70.16598062534545,112.50612230715981,65.33591019604651,36.728287888116654
2023-01-07 05:00:00,69.0957281649664,114.38103165951533,76.17982138559685,37.18363733633993
2023-01-07 06:00:00,85.73277916553846,136.43393708647648,85.43429327622559,37.23954147679766
2023-01-07 07:00:00,85.67397866212987,126.06675512137218,90.0,36.5
2023-01-07 08:00:00,87.58607371367721,135.76603052400299,88.8354963956383,36.64088092704796
2023-01-07 09:00:00,69.14885359759074,132.5542587362077,84.33588503731916,37.5
2023-01-07 10:00:00,74.74685538941488,119.03855037124988,86.41431975177167,36.5
2023-01-07 11:00:00,83.24040307300375,108.23405080923568,90.0,37.44875809168615
2023-01-07 12:00:00,74.91137982113186,123.99083722690968,71.03575898726936,36.5
2023-01-07 13:00:00,88.06589828665327,114.79052878936818,86.36375408932247,36.6514186976823
2023-01-07 14:00:00,99.31553150819684,125.5599162633243,75.75228362944188,37.5
2023-01-07 15:00:00,61.50453135837791,136.01668745094096,81.32962526371357,37.5
2023-01-07 16:00:00,73.36161829939596,128.93011396016578,77.3963807788987,37.382277292545766
2023-01-07 17:00:00,84.28286399908382,102.25380113453332,90.0,36.5
2023-01-07 18:00:00,72.28363962834992,99.85003093280976,79.27328966764843,37.35877074581943
2023-01-07 19:00:00,82.3886918782393,127.93337207234602,71.47428614689485,37.5
2023-01-07 20:00:00,82.75029159558707,108.26201766269614,79.35727769808435,36.5
2023-01-07 21:00:00,90.42603313733294,114.47026331200145,71.74188969489742,37.117922429522416
2023-01-07 22:00:00,75.23140295846723,114.47947669284655,89.91166678200932,37.07998714698288
2023-01-07 23:00:00,81.42044866005291,122.06784226986031,86.31894537856185,36.83699772514591
2023-01-08 00:00:00,81.3974265809016,113.43114066105063,82.96728296851009,36.5
2023-01-08 01:00:00,88.67459808348025,119.69128054418826,77.12437436011092,37.149503065143655
2023-01-08 02:00:00,75.78059818453796,123.67434034398055,73.58697272224528,36.96886222630782
2023-01-08 03:00:00,60.34811976131327,130.1167786998949,85.86641638692662,36.948107321000705
2023-01-08 04:00:00,86.39982672461042,136.58106670531143,73.27255186880558,36.5
2023-01-08 05:00:00,72.58801506326297,113.62918083072174,86.70077458641178,37.170870984991645
2023-01-08 06:00:00,67.9861652293099,125.72928763478815,76.90893613332675,36.5
2023-01-08 07:00:00,76.69416498557946,114.696218205118,72.5899789587344,37.08374523421192
2023-01-08 08:00:00,74.90494878505534,129.07418659944116,64.28352199428063,37.29609239126723
2023-01-08 09:00:00,77.7445727695249,115.78449734171882,83.24500752617296,37.33618990965278
2023-01-08 10:00:00,78.5708070219705,110.64133825664403,61.70635775794975,36.5
2023-01-08 11:00:00,78.25879514261347,119.39888769968694,88.8618684459765,36.935389337565994
2023-01-08 12:00:00,64.34525275583974,128.95119833805515,75.42352029314962,36.5
2023-01-08 13:00:00,60.0,106.15118099328389,78.93049136578483,36.5
2023-01-08 14:00:00,69.68233334475977,113.30964377256517,81.94322521363611,37.5
2023-01-08 15:00:00,76.97475737031591,104.50156375763056,77.45885368128648,36.5
2023-01-08 16:00:00,67.13833501776314,114.13193296954073,80.54850552506748,37.18099657544766
2023-01-08 17:00:00,67.74804380984303,102.96526399334215,89.04572297195415,37.5
2023-01-08 18:00:00,60.0,117.89331162125043,68.45269235706692,36.5
2023-01-08 19:00:00,74.45147266140775,123.30161209283672,77.06678861533453,36.5
2023-01-08 20:00:00,81.20835391562508,131.08252578960906,81.97879484659407,36.82735651017995
2023-01-08 21:00:00,86.75193023286623,118.02007437968118,77.50512082247012,36.98274065433221
2023-01-08 22:00:00,78.71041881100544,108.32389063715098,79.44087260417574,37.4240781155335
2023-01-08 23:00:00,77.08683247879007,120.25903529187134,79.34007493499205,37.43411635997793
2023-01-09 00:00:00,69.12933544990535,134.51983652579332,71.06237078182886,36.96466876149623
2023-01-09 01:00:00,81.18000324348115,125.36917968669846,63.031773376387534,37.17758595032969
2023-01-09 02:00:00,66.61365521786293,124.4589302493836,73.8525030567784,36.86344677376349
2023-01-09 03:00:00,77.38011698433942,110.70873337552868,73.25033918387224,36.86906586427569
2023-01-09 04:00:00,76.09294263632547,113.02561778280995,84.42266714105996,37.19816480181459
2023-01-09 05:00:00,82.94263839368129,121.7050897996684,77.32868511860035,37.30030246883294
2023-01-09 06:00:00,82.6677862669985,122.90209574379615,73.73982484859928,36.5
2023-01-09 07:00:00,75.3389274580697,103.10778025167897,89.97047775924595,37.03073245155651
2023-01-09 08:00:00,67.8111261425513,132.21508445179046,81.30192238181075,36.7537164196375
2023-01-09 09:00:00,69.86559648534184,113.08758801752984,81.57039797724471,36.94695441568692
2023-01-09 10:00:00,66.48764797033469,95.08445639106216,85.89961400081563,36.5
2023-01-09 11:00:00,68.98157733439865,130.19779404996015,74.0535074290766,37.5
2023-01-09 12:00:00,74.44547998338282,140.0,60.0,36.5
2023-01-09 13:00:00,60.0,104.45868475429836,76.22323834267944,37.22190610167133
2023-01-09 14:00:00,60.29232795580957,115.4111414764918,75.4529084045133,37.21194533130315
2023-01-09 15:00:00,83.06715234841515,116.0071286016753,81.12908034789587,36.941570405715304
2023-01-09 16:00:00,78.85416847485536,103.33025951239128,78.12590452629183,36.5
2023-01-09 17:00:00,74.24822673753773,102.89864363109734,81.71754483366605,37.35457567461412
2023-01-09 18:00:00,79.219247850382,110.97193934294137,90.0,37.37621677667202
2023-01-09 19:00:00,64.45606276950653,138.2958989039359,80.59543716834946,37.5
2023-01-09 20:00:00,70.6947949583235,116.70322842798781,79.78611092038363,36.5
2023-01-09 21:00:00,74.21225698955082,113.07043219144899,72.60962990524716,36.5
2023-01-09 22:00:00,70.50301616626855,109.34341604099092,60.0,37.35520733891065
2023-01-09 23:00:00,79.62565937970005,115.74078992146227,78.12505207181108,36.5
2023-01-10 00:00:00,60.0,119.73307031814714,80.1459994770023,36.934055064512705
2023-01-10 01:00:00,61.02840231794139,113.58295152333308,81.19665772146922,37.16670121342874
2023-01-10 02:00:00,60.0,123.76455890763293,89.23492237062175,36.80124509593546
2023-01-10 03:00:00,67.34492958762816,130.2456828139582,80.43629219963633,37.15323600112085
2023-01-10 04:00:00,88.11431506745579,110.29540648214235,65.70008520802169,37.11454710795281
2023-01-10 05:00:00,91.58752105913112,108.12548929822931,80.56523944424674,37.30995107678514
2023-01-10 06:00:00,91.29422912442062,118.16954023844274,90.0,37.0849919753685
2023-01-10 07:00:00,73.12518044924668,120.12974757477707,70.52576552219729,37.436223624494794
2023-01-10 08:00:00,76.39894284450732,125.05224589073607,82.96455111190546,36.5
2023-01-10 09:00:00,68.2472209070293,120.096148374015,78.65848055245432,36.5
2023-01-10 10:00:00,60.0,111.23425446461749,74.8066340552864,36.91569879847905
2023-01-10 11:00:00,67.99822870616197,129.30297494078806,81.88987263918409,37.5
2023-01-10 12:00:00,81.33545052490895,118.12408377698787,79.21481668495625,37.32442680099577
2023-01-10 13:00:00,76.99463421051486,120.9862968511169,74.71681542582778,36.5
2023-01-10 14:00:00,74.06337738951872,114.0239248656003,84.59140864693985,37.246904497938566
2023-01-10 15:00:00,65.8678642410726,130.57951811870547,74.45499242752422,36.787448018098175
2023-01-10 16:00:00,81.00093676812124,140.0,69.76515894223922,36.739419232759865
2023-01-10 17:00:00,64.83807707941001,117.96428032265482,83.18263842182898,37.5
2023-01-10 18:00:00,79.46278951457674,128.4501621029186,90.0,37.056702141741745
2023-01-10 19:00:00,76.80318400073494,93.33040260956969,82.7046442450748,37.5
2023-01-10 20:00:00,78.19248301036941,129.34830541232725,64.67004417744101,37.09224912835545
2023-01-10 21:00:00,75.6275423952026,122.64849739606261,84.85189644947849,37.27208093409274
2023-01-10 22:00:00,87.34101590670448,103.96302774294479,90.0,37.5
2023-01-10 23:00:00,71.83584764675832,110.689047887,63.63397372520164,37.1005930346439
2023-01-11 00:00:00,78.3929275012843,124.09656861638406,77.14257698933537,37.36190713816468
2023-01-11 01:00:00,77.89318709369822,131.2338471273402,78.12519197772376,37.2647839639495
2023-01-11 02:00:00,83.56760946047032,93.33481023707135,67.87611751326182,36.5
2023-01-11 03:00:00,66.06180469548919,133.02337693334553,81.74821980040454,37.5
2023-01-11 04:00:00,67.88192873598919,112.25692956976857,78.81685381010297,36.5
2023-01-11 05:00:00,83.51805142400394,113.92433302936202,83.21680709493305,36.87708112683615
2023-01-11 06:00:00,74.55091835925064,112.42265711302083,80.64927368269448,37.5
2023-01-11 07:00:00,77.69600284817807,109.63824466074018,68.74586614435354,37.131376244014476
2023-01-11 08:00:00,88.08564804316474,111.4576230169299,84.7745005841894,36.68158357028202
2023-01-11 09:00:00,67.96423060215653,120.03635541234874,85.36476561953037,36.65345922537248
2023-01-11 10:00:00,80.00280182016223,106.09237100410184,81.40707597639725,37.14281720103881
2023-01-11 11:00:00,67.7826821483874,121.57301265502178,81.97724149648181,37.07237748366815
2023-01-11 12:00:00,84.58457277644294,115.6934320019514,85.68843721958974,37.0797032996527
2023-01-11 13:00:00,60.363859141626904,116.3142525233224,72.22915180910522,36.576298616336786
2023-01-11 14:00:00,64.12112425363989,134.04094979836086,81.92257329236766,37.5
2023-01-11 15:00:00,72.9903543325271,129.72339984528304,80.90719347807952,36.86764301385264
2023-01-11 16:00:00,60.0,124.00232519862459,74.37659298941468,36.5
2023-01-11 17:00:00,83.41719976606628,113.129920319074,87.4381052898487,36.808157183148374
2023-01-11 18:00:00,75.65251276549137,134.61837782921484,80.75163511380437,36.605194711813795
2023-01-11 19:00:00,86.18956852621083,120.44626393700483,86.29757337780694,36.83939599746917
2023-01-11 20:00:00,89.89620967070573,107.76984794758934,79.314941099704,37.5
2023-01-11 21:00:00,74.41581981519461,106.36802988210002,80.88508717478047,36.5
2023-01-11 22:00:00,93.53388527896198,125.29420486879408,82.32361829908186,37.431582435914926
2023-01-11 23:00:00,80.29275547029172,137.85447504205334,77.22430405071901,36.92658588048837
2023-01-12 00:00:00,60.0,126.49527423974853,77.77086248716576,37.0717064665763
2023-01-12 01:00:00,60.0063910514757,109.3192031899448,84.23435854193866,36.658125903682865
2023-01-12 02:00:00,75.52074183220887,122.01036454198668,80.40295316745278,36.5
2023-01-12 03:00:00,81.75749325617276,108.07551099338868,68.68789184882007,37.133022609382095
2023-01-12 04:00:00,60.0,121.21323939519803,80.40850118217062,37.41910417020384
2023-01-12 05:00:00,74.62006265378268,108.81880059198906,79.333955406642,37.5
2023-01-12 06:00:00,69.66861114124961,108.2695589300084,74.30602417917652,36.5
2023-01-12 07:00:00,79.14761838496014,131.24950500686563,82.27769229350298,36.58664726749015
2023-01-12 08:00:00,79.53428703557881,129.2244403263551,74.09327564563343,37.155299068416085
2023-01-12 09:00:00,80.39603974328314,109.24347306452725,76.42940829678695,36.86962202682224
2023-01-12 10:00:00,80.46042858277676,121.28058077510003,72.28573174888429,37.00975625361918
2023-01-12 11:00:00,65.76896346361734,122.12878419990034,85.03169353983607,36.5
2023-01-12 12:00:00,87.15860757147192,138.9940043325168,79.58665436212856,36.83804064627567
2023-01-12 13:00:00,65.21791555446842,118.77885397138806,78.5104412809484,36.55305294532204
2023-01-12 14:00:00,68.42981713715653,100.222803693055,76.40272746492613,36.71752429819454
2023-01-12 15:00:00,86.25818083650056,140.0,90.0,37.17125828473948
2023-01-12 16:00:00,77.89809181839138,115.89766079560712,76.21574281430335,36.73390277264916
2023-01-12 17:00:00,60.0,115.32567004405871,84.0094543759314,37.5
2023-01-12 18:00:00,63.624446188202434,127.2434990666973,84.7178383740804,36.7263710952025
2023-01-12 19:00:00,83.32831048662996,94.98874869393501,88.86168224392293,36.76633516838023
2023-01-12 20:00:00,72.18767881812084,128.88394970175483,74.57348733365396,36.8981137749381
2023-01-12 21:00:00,68.22607260151516,121.94369508420371,73.62637153057847,37.04930277936863
2023-01-12 22:00:00,70.75652111302634,140.0,76.46095070488182,37.27386694892178
2023-01-12 23:00:00,66.81309589755534,114.57800322861608,69.85714237899387,36.5
2023-01-13 00:00:00,100.0,111.17591996859528,86.76978109942424,36.91610578533454
2023-01-13 01:00:00,77.51385531937827,124.67048681509685,76.87175395167382,37.475017879163005
2023-01-13 02:00:00,79.58557972885454,108.17804908220299,71.08933933535151,37.11098827414507
2023-01-13 03:00:00,60.0,118.13819211487666,65.18073687465011,37.25096325799508
2023-01-13 04:00:00,81.92801697285977,124.33950205384849,77.45298254870387,37.5
2023-01-13 05:00:00,71.45079637462815,121.60714769674135,71.28772549732672,36.5
2023-01-13 06:00:00,60.0,112.10035281418169,82.65974241760318,37.43193397229476
2023-01-13 07:00:00,61.06514296672332,129.30241917688917,68.37698229546245,37.02851945292008
2023-01-13 08:00:00,81.5310421169519,116.66539504102653,89.29691583601718,36.53345015900816
2023-01-13 09:00:00,77.41963790065392,115.71162792261653,82.96724201404167,37.067035398688645
2023-01-13 10:00:00,84.43180818134609,122.3290309567686,66.86038376600517,37.33631751533723
2023-01-13 11:00:00,62.99338720972328,105.64732197731361,70.43064386570282,37.01879303100781
2023-01-13 12:00:00,67.85117586621278,130.1440041797539,64.42654675040698,36.5
2023-01-13 13:00:00,93.00537086404513,126.87927814522233,88.48155060638489,37.06525992717601
2023-01-13 14:00:00,65.87628976872087,116.60961404849996,90.0,37.14328041529734
2023-01-13 15:00:00,74.63823445520052,128.08651508514228,73.39072942319612,36.5
2023-01-13 16:00:00,67.24399997615919,104.22150520147866,67.74704479314877,37.395876932851394
2023-01-13 17:00:00,63.743336474058374,126.1551730842574,73.70673622503652,36.5
2023-01-13 18:00:00,69.23235729142871,104.76547210676745,71.39821488160013,37.5
2023-01-13 19:00:00,72.59442252264527,112.27450817142079,84.63334331189844,37.33444987898454
2023-01-13 20:00:00,68.89909849979288,113.33070996594114,80.00980298613324,37.5
2023-01-13 21:00:00,73.2077230895866,105.75092574063946,90.0,36.649740097403836
2023-01-13 22:00:00,79.04138339450975,113.47275544126283,68.52371260826474,37.38474009605242
2023-01-13 23:00:00,60.0,139.85049358996977,74.3121165175691,37.5
2023-01-14 00:00:00,77.07563133535231,112.92516312032032,86.44538658752576,36.5
2023-01-14 01:00:00,60.0,117.94648356896566,62.29374187349393,37.45667446322993
2023-01-14 02:00:00,83.48758133922321,124.26531217449363,83.20770806141523,37.40353265665716
2023-01-14 03:00:00,85.74567193747338,125.01147005419361,72.47774051429325,37.453396209137004
2023-01-14 04:00:00,66.51693667583592,129.61413518674183,76.44742834305244,37.22417258359726
2023-01-14 05:00:00,63.080463817065784,116.21586606060032,83.59879723409239,37.03928351791843
2023-01-14 06:00:00,79.4255606657362,97.21072583158306,90.0,37.235767709629016
2023-01-14 07:00:00,81.6468032221455,113.76820163912947,87.41252326761439,36.5
2023-01-14 08:00:00,80.04786212279097,127.41502044302162,84.71363663788333,37.1247299805537
2023-01-14 09:00:00,73.74605763702226,140.0,90.0,36.66032377415839
2023-01-14 10:00:00,64.60870862947611,115.26397618904039,80.07958397692911,36.5
2023-01-14 11:00:00,66.96337500707729,109.88289811893792,82.92867475770555,36.9092281294536
2023-01-14 12:00:00,60.0,132.60269132401,81.47430822548438,37.407355514718134
2023-01-14 13:00:00,60.0,125.72380221200298,74.49693942683919,37.0852588754313
2023-01-14 14:00:00,84.9948474131003,109.8307876009497,81.05717184017658,37.13506717703265
